Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2005	B 2006	F 2007	BO 1 2008	BO 2 2009	BO 3 2010
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Nationalforeningens Pensionsordning	Tilskud til personer	0.0	4.2	3.9	3.8	3.6	3.3
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Nationalforeningens Pensionsordning	Tilskud til anden virks. og invest.tilskud	4.7	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det Kgl. Teater, pensionsordning	Øvrige overførselsindtægter	-7.2	-7.0	-7.1	-6.7	-6.3	-6.2
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det Kgl. Teater, pensionsordning	Tilskud til personer	0.0	55.6	56.3	55.7	53.9	53.2
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det Kgl. Teater, pensionsordning	Tilskud til anden virks. og invest.tilskud	56.7	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det danske Hedeselskab	Tilskud til personer	11.8	9.9	10.1	8.9	7.7	7.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens. til tjm.lign ansatte ved tilskudsberett	Tilskud til personer	1.0	1.5	1.5	1.5	1.5	1.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensionsordning vedr. kødkontrollen	Tilskud til personer	14.1	13.2	12.9	11.4	10.4	10.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Kolonien Filadelfias pensionsordning	Øvrige overførselsindtægter	-0.7	-0.6	-0.6	-0.6	-0.6	-0.6
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Kolonien Filadelfias pensionsordning	Tilskud til personer	14.7	13.6	14.1	13.5	12.6	12.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Apotekervæsenets Pensionsordning	Øvrige overførselsindtægter	-161.6	-138.0	-150.0	-150.0	-150.0	-150.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Apotekervæsenets Pensionsordning	Tilskud til personer	143.1	148.2	155.2	157.4	156.7	153.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens.ordn. for SHAVA	Øvrige overførselsindtægter	-0.2	-0.1	-0.1	-0.1	-0.1	-0.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens.ordn. for SHAVA	Tilskud til personer	5.5	10.2	9.6	9.4	8.3	7.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensionsordningen af 1976	Tilskud til personer	494.0	544.9	597.0	636.0	671.7	690.6
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensord. Højsk., Landbsk. og Husholdningssk.	Øvrige overførselsindtægter	0.0	-24.2	-23.4	-21.8	-20.3	-18.9
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensord. Højsk., Landbsk. og Husholdningssk.	Tilskud til personer	0.0	105.9	114.6	118.8	121.8	121.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Hypotekbanken	Tilskud til personer	5.4	4.9	4.6	4.1	4.1	3.7
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Færøernes skolevæsen	Tilskud til anden virks. og invest.tilskud	15.2	17.0	17.0	17.0	17.0	17.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Tjenestemænd ansat under Grønlands Hjemmes.	Øvrige overførselsindtægter	-25.2	-26.0	-26.0	-26.0	-26.0	-26.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Tjenestemænd ansat under Grønlands Hjemmes.	Overførselsudgifter til kommuner og regioner	0.3	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Tjenestemænd ansat under Grønlands Hjemmes.	Tilskud til personer	109.2	98.5	135.0	135.0	135.0	135.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1950	Øvrige overførselsindtægter	-0.9	-1.0	-1.0	-1.0	-1.0	-1.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1950	Tilskud til anden virks. og invest.tilskud	14.0	13.0	14.0	13.7	13.3	12.6
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionsfonden af 1951	Øvrige overførselsindtægter	-0.1	-0.4	-0.4	-0.4	-0.4	-0.4
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionsfonden af 1951	Tilskud til anden virks. og invest.tilskud	50.9	53.0	58.0	58.0	58.0	58.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen for høj-,landb.-og hush.skoler	Øvrige overførselsindtægter	-37.3	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen for høj-,landb.-og hush.skoler	Tilskud til anden virks. og invest.tilskud	98.4	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Efterlønskassen for lærere i fri- og e.skole	Øvrige overførselsindtægter	-195.2	-183.5	-181.6	-173.5	-165.8	-156.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Efterlønskassen for lærere i fri- og e.skole	Tilskud til anden virks. og invest.tilskud	255.1	287.8	319.9	343.4	365.2	386.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1925	Øvrige overførselsindtægter	-141.1	-164.1	-158.0	-147.6	-136.6	-125.9
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1925	Tilskud til anden virks. og invest.tilskud	372.6	406.1	442.0	462.6	478.7	491.8
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Civilarbejderloven	Civilarbejderloven	Øvrige overførselsindtægter	-146.4	-147.7	-139.1	-131.6	-123.9	-116.8
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Civilarbejderloven	Civilarbejderloven	Tilskud til personer	743.7	734.8	749.9	736.8	722.1	707.6
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen og visse selvejende institutioner	Øvrige selvejende institutioner	Overtagne tidligere amtskommunale skoler mv.	Øvrige overførselsindtægter	0.0	0.0	-45.0	-45.0	-45.0	-45.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen og visse selvejende institutioner	Øvrige selvejende institutioner	Overtagne tidligere amtskommunale skoler mv.	Tilskud til personer	0.0	0.0	5.0	8.0	15.0	30.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen og visse selvejende institutioner	Københavns kommunale skolevæsen	Københavns kommunale skolevæsen	Overførselsudgifter til kommuner og regioner	234.0	245.0	250.0	250.0	250.0	250.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen og visse selvejende institutioner	Pens.udgifter i folkeskolen og gymnasieskolen	Pensioner til tjenestemænd i folkesk. og gym.	Overførselsudgifter til kommuner og regioner	4096.5	4386.1	4982.2	5265.0	5510.8	5715.8
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Det danske Klasselotteri A/S	Øvrige overførselsindtægter	-0.1	-0.1	-0.1	-0.1	-0.1	-0.1
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Odense Lufthavn	Øvrige overførselsindtægter	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Odense Lufthavn	Tilskud til personer	0.6	0.6	0.6	0.6	0.6	0.6
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Aalborg Lufthavn	Øvrige overførselsindtægter	-0.6	-0.5	-0.4	-0.4	-0.4	-0.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Aalborg Lufthavn	Tilskud til personer	0.0	0.1	0.1	0.1	0.1	0.1
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Københavns Lufthavne A/S	Øvrige overførselsindtægter	-4.0	-3.7	-3.8	-3.5	-3.2	-2.9
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Københavns Lufthavne A/S	Tilskud til personer	9.6	10.5	10.6	10.8	11.2	11.5
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Overdragne statshavne	Øvrige overførselsindtægter	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Overdragne statshavne	Tilskud til personer	0.0	0.1	1.0	1.0	1.0	1.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	W. S. Atkins International Ltd.	Øvrige overførselsindtægter	-0.9	-1.0	-1.0	-1.0	-1.0	-1.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	W. S. Atkins International Ltd.	Tilskud til personer	1.0	1.0	1.0	1.0	1.0	1.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Koncessionerede selskaber	Tilskud til personer	30.1	18.0	18.0	18.0	18.0	18.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Combus A/S	Øvrige overførselsindtægter	0.0	-0.1	0.0	0.0	0.0	0.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Combus A/S	Tilskud til personer	26.2	27.5	29.4	29.5	30.0	29.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	TDC A/S	Tidligere tjenestemandsansatte ved TDC A/S	Tilskud til personer	89.0	106.7	118.5	124.1	129.4	134.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	BG Bank A/S	BG Bank A/S	Øvrige overførselsindtægter	-110.5	-24.3	-19.0	-18.6	-18.1	-17.6
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	BG Bank A/S	BG Bank A/S	Tilskud til personer	52.6	50.7	63.0	63.3	63.8	64.6
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Scandlines A/S	Scandlines A/S	Øvrige overførselsindtægter	-15.9	-13.9	-11.9	-11.7	-10.8	-10.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Scandlines A/S	Scandlines A/S	Tilskud til personer	146.1	147.1	145.2	142.9	141.6	138.4
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	DSB	DSB S-tog A/S	Øvrige overførselsindtægter	-32.7	-35.1	-33.8	-32.5	-31.6	-30.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	DSB	DSB S-tog A/S	Tilskud til personer	24.7	30.8	35.2	36.6	38.0	39.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	DSB	DSB selvstændig offentlig virksomhed	Øvrige overførselsindtægter	-211.1	-201.6	-197.3	-185.8	-173.7	-162.9
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	DSB	DSB selvstændig offentlig virksomhed	Tilskud til personer	176.2	233.6	274.7	294.5	312.7	328.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	DSB	Statsbanerne	Tilskud til personer	1205.8	1129.0	1098.7	1034.9	973.5	909.1
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Post Danmark A/S	Post Danmark A/S	Øvrige overførselsindtægter	-264.8	-254.4	-244.6	-229.7	-214.2	-199.4
Pensionsvæsenet	Ansatte med tjenestemandspensionsret	Pensionsudgifter og -bidrag	Post Danmark A/S	Post Danmark A/S	Tilskud til personer	1431.9	1486.9	1546.0	1561.3	1578.9	1572.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig fratræden og seniorordning	Pensionsbidrag vedr. seniorordninger	Øvrige overførselsindtægter	-9.8	-6.0	-6.0	-6.0	-6.0	-6.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig fratræden og seniorordning	Bidrag ved frivillig fratræden	Interne statslige overførselsindtægter	-3.2	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig fratræden og seniorordning	Bidrag ved frivillig fratræden	Øvrige overførselsindtægter	-36.8	-65.0	-40.0	-40.0	-40.0	-40.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Bidrag i forbindelse med tjenestefrihed	Pensionsbidrag ved tjenestefrihed i øvrigt	Øvrige overførselsindtægter	-30.3	-19.0	-18.0	-18.0	-18.0	-18.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Bidrag i forbindelse med tjenestefrihed	Pensionsbidrag ved tjenestefrihed til org.arb	Øvrige overførselsindtægter	-11.0	-15.0	-0.5	-0.5	-0.5	-0.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Omstillingsreserve	Reserver	Reserver og budgetregulering	0.0	54.7	2.8	2.8	2.8	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Diverse indbetalinger	Øvrige overførselsindtægter	-17.5	-12.0	-10.0	-10.0	-10.0	-10.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Indbetaling af udtrædelsesgodtgørelse m.v.	Øvrige overførselsindtægter	-20.4	-15.0	-20.0	-20.0	-20.0	-20.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Udbetaling af fratrædelsesgodtgørelse m.v.	Tilskud til personer	0.9	3.0	1.0	1.0	1.0	1.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Hovedstadens Sygehusfællesskab	Tilskud til anden virks. og invest.tilskud	27.0	33.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Amtstjm. pensioneret før 01.01.2007	Tilskud til personer	0.0	0.0	2200.0	2200.0	2200.0	2200.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner s.f.a. opgoml. o.af tje.mænd	Overførselsudgifter til kommuner og regioner	0.1	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner s.f.a. opgoml. o.af tje.mænd	Tilskud til personer	166.5	145.0	3.0	3.0	3.0	3.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner s.f.a. indivi. o.af tje.mænd	Øvrige overførselsindtægter	-2.8	-3.0	-2.0	-2.0	-2.0	-2.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner s.f.a. indivi. o.af tje.mænd	Overførselsudgifter til kommuner og regioner	12.8	12.0	10.0	10.0	10.0	10.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Transport- og Energiministeriet	Øvrige overførselsindtægter	-75.4	-75.2	-74.0	-71.0	-67.5	-64.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Familie- og Forbrugerministeriet	Øvrige overførselsindtægter	-1.3	-1.0	-9.4	-8.8	-8.2	-7.2
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Fødevarer, Landbrug og Fisk.	Øvrige overførselsindtægter	-24.1	-23.5	-14.9	-14.0	-13.2	-12.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Miljøministeriet	Øvrige overførselsindtægter	-18.5	-19.0	-16.4	-15.4	-14.6	-13.2
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Kirkeministeriet	Øvrige overførselsindtægter	-1.6	-1.2	-1.2	-1.1	-1.0	-1.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Kulturministeriet	Øvrige overførselsindtægter	-19.4	-19.3	-17.2	-15.4	-13.5	-12.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Undervisningsministeriet	Øvrige overførselsindtægter	-20.7	-21.4	-20.1	-17.8	-15.6	-13.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Videnskab, Teknologi og Udv.	Øvrige overførselsindtægter	-43.0	-39.2	-40.4	-34.9	-30.2	-25.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Flygtninge, Indvandrere og I.	Øvrige overførselsindtægter	-3.3	-3.4	-3.4	-3.2	-3.1	-2.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Beskæftigelsesministeriet	Øvrige overførselsindtægter	-18.6	-17.8	-16.8	-16.1	-15.0	-13.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Indenrigs- og Sundhedsministeriet	Øvrige overførselsindtægter	-14.2	-13.3	-11.6	-10.1	-9.3	-8.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Socialministeriet	Øvrige overførselsindtægter	-5.4	-4.8	-4.7	-4.4	-3.7	-3.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Justitsministeriet	Øvrige overførselsindtægter	-60.9	-50.8	-52.0	-48.6	-45.4	-41.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Skatteministeriet	Øvrige overførselsindtægter	-147.6	-156.0	-222.8	-211.7	-198.5	-186.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Økonomi- og Erhvervsministeriet	Øvrige overførselsindtægter	-19.6	-21.4	-19.4	-18.0	-15.9	-14.4
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Finansministeriet	Øvrige overførselsindtægter	-7.6	-7.3	-7.1	-6.4	-6.0	-6.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Udenrigsministeriet	Øvrige overførselsindtægter	-16.6	-15.0	-15.3	-13.8	-12.9	-11.7
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Statsministeriet	Øvrige overførselsindtægter	-2.9	-2.8	-1.0	-0.9	-0.8	-0.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Ekstraordinære indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Ekstraordinære omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Øvrige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Overførselsudgifter til kommuner og regioner	0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Interne statslige overførselsudgifter	0.0	0.0	0.8	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Tilskud til personer	2055.6	2086.0	2109.2	2081.3	2066.3	2031.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Flyvesikringstjenesten	Flyvesikringstjenesten	Øvrige overførselsindtægter	-38.6	-40.9	-40.9	-39.7	-38.3	-36.7
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Flyvesikringstjenesten	Flyvesikringstjenesten	Tilskud til personer	10.1	9.5	14.0	16.0	18.0	20.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Folkekirkens præster og provster	Folkekirkens præster og provster	Øvrige overførselsindtægter	-91.9	-85.8	-96.0	-84.7	-80.7	-76.7
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Folkekirkens præster og provster	Folkekirkens præster og provster	Tilskud til personer	229.2	245.9	237.7	239.2	235.2	231.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Forsvaret	Forsvaret	Øvrige overførselsindtægter	-380.9	-387.6	-391.9	-357.6	-343.7	-329.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Forsvaret	Forsvaret	Overførselsudgifter til kommuner og regioner	0.2	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Forsvaret	Forsvaret	Tilskud til personer	1210.3	1218.2	1265.9	1262.0	1258.0	1251.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Kriminalforsorgen	Kriminalforsorgen	Øvrige overførselsindtægter	-138.2	-139.6	-149.5	-132.6	-127.0	-121.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Kriminalforsorgen	Kriminalforsorgen	Tilskud til personer	244.7	260.2	275.5	287.8	295.0	298.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Politivæsenet og anklagemyndigheden	Politivæsenet og anklagemyndigheden	Øvrige overførselsindtægter	-483.0	-492.4	-515.3	-453.3	-431.6	-411.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Politivæsenet og anklagemyndigheden	Politivæsenet og anklagemyndigheden	Tilskud til personer	759.6	827.4	889.6	932.9	963.3	988.4
Generelle reserver	Reserver mv.	Moms-refusion	Selvstændig likviditet	Nettorenteindt. for institutioner selvs.likv.	Reserver og budgetregulering	0.0	4.5	0.0	0.0	0.0	0.0
Generelle reserver	Reserver mv.	Moms-refusion	Ikke-fradragsberettiget købsmoms	Refusion af ikke-fradragsberettiget købsmoms	Reserver og budgetregulering	5707.3	5800.0	8100.0	8100.0	8100.0	8100.0
Generelle reserver	Reserver mv.	Reserver mv.	Omlægning af statslige aktiver	Omlægning af statslige aktiver	Øvrige overførselsindtægter	0.0	-2266.8	0.0	-2000.0	-2000.0	-2000.0
